-887,-299,-135
-1086,-353,-17
-1276,-83,66
-1533,126,-144
-928,288,-509
-1053,517,-299
-1227,128,-303
-1076,244,-253
-941,200,-79
-811,111,-95
-743,75,-107
-782,90,-112
-848,164,-111
-946,174,-61
-949,228,6
-925,408,1
-978,335,-4
-1516,-10,-213
-1153,41,-132
-1164,-221,-156
-844,-223,-273
-965,-64,-237
-925,47,-104
-863,19,-135
-919,-67,-70
-959,-96,-56
-966,-136,-68
-939,-139,-57
-937,-123,-60
-956,-92,-57
-951,-50,-74
-1039,-25,-35
-1220,157,67
-935,107,-5
-912,-105,-73
-913,-35,-108
-974,20,-139
-1095,61,-94
-1097,31,-122
-924,114,-67
-938,148,15
-982,183,-93
-1012,102,-82
-1002,126,-77
-1003,137,-90
-996,167,-83
-980,164,-71
-992,97,-39
-957,80,-40
-994,80,-47
-1045,73,-86
-1013,15,-55
-996,26,-34
-978,61,-22
-1007,-31,-35
-991,18,-161
-893,70,-55
-1005,169,-15
-1014,151,-21
-1000,116,-26
-997,114,-33
-995,98,-51
-996,83,-42
-989,73,-48
-1011,66,-55
-986,16,-42
-985,52,-82
-996,65,-61
-993,77,-59
-993,32,-42
-1022,69,-68
-1010,83,-35
-994,91,-27
-1028,87,-8
-1001,84,-10
-969,72,6
-978,37,-38
-979,46,-5
-997,38,-35
-972,69,-60
-1005,139,62
-925,43,21
-995,2,18
-993,5,-4
-981,44,13
-1004,25,-66
-1006,-3,-36
-995,58,-38
-1004,8,13
-1071,95,-9
-1181,120,17
-950,32,-128
-962,54,-17
-920,62,-100
-964,13,-75
-985,-23,-21
-972,23,-28
-988,70,-85
-984,72,-70
-970,14,-146
-948,7,-94
-1027,9,-123
-985,31,-166
-1024,10,-82
-1040,45,-184
-970,0,-152
-932,-25,-98
-1028,-12,-218
-981,-20,-161
-958,-16,-142
-1001,-2,-107
-716,36,-27
-1381,74,-173
-895,25,-93
-954,33,-99
-1052,70,-103
-955,77,-81
-964,44,-105
-982,25,-63
-990,30,-86
-998,23,-71
-991,2,-85
-999,8,-93
-999,25,-84
-999,51,-89
-985,31,-94
-1004,23,-74
-1017,16,-63
-1018,15,-67
-988,-18,-186
-962,-47,-253
-935,13,-109
-943,88,-27
-1015,-20,24
-966,-31,-10
-945,-5,44
-966,16,28
-959,9,32
-1026,-68,3
-970,-118,-59
-999,3,17
-1089,-19,-139
-1022,-40,-168
-932,-47,-161
-932,-69,-158
-951,-80,-160
-962,-18,-115
-953,-58,-121
-1013,-77,-123
-987,-14,-170
-961,68,-144
-902,17,-111
-1086,41,-190
-1003,113,-210
-1010,286,-284
-1158,608,-272
-1166,372,-222
-935,338,-241
-830,368,-193
-808,275,-160
-804,278,-257
-855,288,-279
-951,250,-228
-980,250,-205
-962,172,-213
-917,137,-227
-946,177,-232
-968,154,-229
-1061,210,-268
-1140,202,-229
-1167,-119,-407
-997,-30,-482
-844,-212,-296
-1022,-1,-491
-935,-39,-352
-936,-142,-304
-906,-79,-191
-800,-41,-145
-779,-30,-213
-826,2,-224
-895,-38,-114
-1014,-155,-10
-1038,-375,14
-990,-571,-147
-1250,-225,-268
-1456,78,-255
-1110,287,-352
-780,419,-511
-861,92,-636
-1060,240,-198
-1012,316,-199
-922,239,-186
-832,155,-204
-829,135,-123
-814,105,-148
-836,75,-88
-887,84,-82
-927,121,-11
-947,134,50
-987,100,54
-927,316,-15
-1320,16,-76
-1301,-46,-540
-1061,-180,-497
-1189,-37,-362
-1132,170,-368
-1002,58,-192
-833,44,-136
-791,67,-125
-788,50,-116
-772,88,-43
-763,39,-36
-844,-94,11
-941,-250,-59
-1107,-99,42
-1202,203,221
-1510,283,53
-999,-90,-211
-930,218,-224
-1186,-41,-118
-991,28,-85
-850,145,-27
-797,55,-58
-863,117,-99
-887,183,-72
-933,182,-74
-950,162,-57
-955,144,-20
-925,203,68
-921,361,-109
-1146,-8,-37
-1299,-175,-352
-1095,-109,-285
-1182,-50,-115
-1081,43,-64
-819,-81,-131
-764,-64,-64
-863,9,-57
-890,-100,-79
-948,-176,-45
-914,-152,-13
-861,-167,-37
-821,-281,-136
-866,-236,-53
-1049,-32,45
-1076,-67,122
-1012,-156,-12
-1308,-378,-634
-969,219,-605
-1086,-74,-448
-1225,-471,-419
-1116,-19,-355
-1134,-35,-322
-1093,-59,-345
-1025,41,-282
-896,-50,-208
-799,16,-137
-794,121,-96
-594,34,-233
-602,19,-257
-861,66,-263
-962,84,-99
-1040,63,-138
-980,32,-102
-1072,131,0
-1215,-4,-38
-1138,125,146
-1027,187,137
-947,66,39
-859,77,-33
-836,111,-26
-941,138,-23
-940,210,-33
-926,151,-35
-947,220,-155
-1040,309,-334
-1146,107,-452
-1291,-92,-583
-1151,-153,-567
-920,-280,-596
-831,-186,-659
-799,-174,-622
-814,-198,-568
-811,-153,-491
-817,-129,-522
-759,-93,-514
-881,-41,-478
-922,4,-455
-963,-14,-426
-968,-11,-323
-911,-10,-331
-820,-23,-332
-866,-71,-397
-959,4,-294
-933,70,-305
-942,-10,-271
-949,-51,-218
-1013,-95,-225
-999,-113,-310
-924,-17,-287
-915,62,-384
-846,106,-401
-884,223,-397
-976,348,-293
-1031,155,-375
-1053,129,-378
-1068,214,-346
-996,87,-321
-911,141,-349
-932,268,-303
-877,280,-327
-783,306,-317
-793,427,-249
-769,263,-219
-677,184,-291
-942,375,-292
-1161,183,-308
-1114,173,-261
-948,353,-277
-890,167,-252
-793,65,-280
-814,101,-321
-800,306,-316
-674,266,-207
-598,264,-463
-643,339,-675
-800,329,-587
-880,269,-669
-747,49,-614
-754,52,-713
-732,-45,-815
-758,-161,-816
-713,-217,-861
-701,-155,-772
-608,-92,-769
-579,-175,-848
-590,-101,-819
-608,-93,-806
-596,-61,-797
-598,-33,-836
-540,-63,-839
-605,-2,-777
-604,82,-812
-766,-29,-751
-707,-95,-731
-694,7,-809
-662,79,-943
-677,-15,-871
-733,-49,-771
-746,19,-796
-723,29,-798
-749,20,-774
-793,68,-773
-848,14,-744
-1066,12,-727
-1166,-41,-674
-1091,-71,-451
-908,-19,-344
-783,-8,-357
-785,-27,-368
-857,-27,-366
-877,-22,-357
-918,-22,-283
-968,-39,-217
-982,-74,-224
-1016,-136,-202
-1020,-107,-214
-999,-48,-188
-983,-23,-158
-999,-16,-156
-993,-14,-141
-980,-6,-110
-954,32,-125
-933,12,-114
-941,19,-105
-965,13,-58
-1018,22,-30
-967,14,-49
-987,37,-63
-1011,9,-73
-982,8,-101
-993,13,-108
-956,3,-88
-981,-12,-75
-993,-13,-86
-996,4,-103
-998,54,-92
-979,38,-119
-948,20,-154
-974,13,-181
-972,-6,-206
-1010,-2,-209
-1005,-7,-244
-981,-28,-262
-981,-38,-269
-985,-27,-269
-984,-4,-267
-989,-3,-280
-975,-23,-276
-972,-28,-282
-973,-36,-260
-979,-14,-264
-987,-11,-223
-987,-15,-220
-975,0,-223
-968,-2,-209
-986,-7,-203
-984,7,-185
-988,15,-189
-973,22,-168
-994,16,-147
-990,18,-160
-980,29,-158
-980,25,-157
-988,21,-166
-995,21,-159
-984,14,-170
-975,14,-166
-986,8,-166
-993,11,-179
-982,19,-162
-995,24,-168
-993,2,-165
-970,35,-178
-976,54,-145
-1003,10,-155
-992,15,-183
-972,21,-172
-982,14,-167
-996,11,-162
-989,22,-184
-975,21,-164
-995,16,-159
-988,20,-163
-985,21,-167
-991,16,-171
-989,17,-171
-988,16,-169
-989,16,-168
-986,23,-178
-987,24,-164
-977,13,-159
-1001,41,-192
-975,39,-165
-990,11,-156
-989,12,-171
-986,22,-177
-986,20,-167
-988,24,-168
-1000,25,-169
-975,19,-161
-987,25,-151
-990,27,-164
-983,31,-172
-988,29,-172
-989,35,-175
-989,32,-172
-991,30,-184
-987,26,-176
-982,32,-186
-945,-36,-150
-1020,-12,-121
-1031,38,-174
-978,103,-178
-1007,137,-129
-998,87,-149
-968,51,-193
-966,-8,-197
-976,9,-184
-983,14,-191
-954,2,-164
-989,-18,-180
-992,-10,-170
-984,6,-179
-989,-8,-191
-989,-9,-183
-978,-12,-183
-994,-13,-183
-975,-7,-167
-993,-16,-180
-990,-3,-185
-969,-10,-188
-986,0,-201
-980,0,-183
-984,19,-195
-982,15,-169
-978,-4,-187
-986,-11,-210
-986,-10,-210
-986,6,-201
